Area,District,Shop,Location,Part Code,Description,Brand,Product Family,Quantity,Selling Price,Inventory Value,Stock Status,MRP,MOP,Current Discount %,Comments / Discount Guideline,Remark,Commented By,Comment Date,Comment Time,Last Updated
SOUTH REGION SOUTH  AREA,AKURESSA  DISTRICT,PITABEDDARA,REVERTS,DELL-3583-PQC-W10-BLK,3583 PQC 4GB RAM 1TB HDD INTEL UHD,DELL,COMPUTERS & LAPTOPS - OTHER BRANDED,1,93299,93299,O,93299,0,0.0%,"Any Display Issues - 50-60%, Keyboard/Touchpad Issues - 30%, Battery Issues 50-60%.
Unboxed or Displayed Products - 10%
If Parts N/A - 30%
Special Note - If products are not physically available in shop or products are used by shop - 50%",,,,,
NORTH REGION CENTRAL  AREA,DIGANA DISTRICT,MENIKHINNA,NORMAL,WF-ROM-DTO-S,ROMANO DRESSING TAB,SINGER,FURNITURE-DRESSING TABLE - SOLID,2,46499,92998,O,46499,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,KURUNEGALA C,NORMAL,WF-ROM-DTO-S,ROMANO DRESSING TAB,SINGER,FURNITURE-DRESSING TABLE - SOLID,2,46499,92998,O,46499,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,DISPLAY,WF-ROM-DTO-S,ROMANO DRESSING TAB,SINGER,FURNITURE-DRESSING TABLE - SOLID,2,46499,92998,O,46499,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION NORTH  AREA,MEDAWACHCHIYA  DISTRICT,MEDAWACHCHIYA,NORMAL,WFL-DBM-75X75,DOUBLE LAYER MATTRESS,SINGER,FURNITURE-MATTRESS - FOAM,3,30999,92997,A,30999,0,0.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,KURUNEGALA B,NORMAL,SIN-K13,MICRO HOME AUTO SYSTEM,SINGER,AUDIOS,3,30999,92997,L,30999,9300,70.0%,0.8,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,POTHUHARA,DISPLAY,SIN-K13,MICRO HOME AUTO SYSTEM,SINGER,AUDIOS,3,30999,92997,L,30999,9300,70.0%,0.8,,,,,
NORTH REGION WAYAMBA  AREA,NIKAWARATIYA DISTRICT,WARIYAPOLA,NORMAL,WFL-DBM-75X75,DOUBLE LAYER MATTRESS,SINGER,FURNITURE-MATTRESS - FOAM,3,30999,92997,A,30999,0,0.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION EAST AREA,POLONNARUWA   DISTRICT,HINGURAKGODA,NORMAL,WFL-DIANA-CHR-S,DIANA Dining Chair Only,SINGER,FURNITURE -SOLID DINING,8,11600,92800,L,11600,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,DELL-M-S2421H,DELL 24 MONITOR S2421H,DELL,COMPUTER  ACCESSORIES AND MONITORS,1,92799,92799,O,92799,32480,65.0%,,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA - SHANGRI-LA,NORMAL,TF-SI-EXSP1231,TEFAL STEAM IRONS EXPRESS STEAM PLUS,TEFAL,IRONS,4,23199,92796,A,23199,22039,5.0%,,,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -BORALASGAMUWA,NORMAL,TF-SI-EXSP1231,TEFAL STEAM IRONS EXPRESS STEAM PLUS,TEFAL,IRONS,4,23199,92796,A,23199,22039,5.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,TF-SI-EXSP1231,TEFAL STEAM IRONS EXPRESS STEAM PLUS,TEFAL,IRONS,4,23199,92796,A,23199,22039,5.0%,,,,,,
DUTY FREE,DUTY FREE,DUTY FREE,NORMAL,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION CENTRAL  AREA,GAMPOLA  DISTRICT,NUWARAELIYA A,NORMAL,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION COLOMBO  AREA NORTH,KADAWATHA  DISTRICT,KADAWATHA A,NORMAL,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,ALUTHGAMA,DISPLAY,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,THALGASWALA,NORMAL,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION COLOMBO AREA,SERVICE -COLOMBO METRO DISTRICT,FIELD SERVICE-COLOMB,RTN HRC,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION SABARAGAMUWA   AREA,RATHNAPURA  DISTRICT,SHOMES-RATHNAPURA,DISPLAY,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BANDARAWELA B,NORMAL,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,DAMAGED,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,NORMAL,GCB8401F,SINGER GAS BURNER AND OVEN 47L,SINGER,KITCHENAPP-GAS OVENS,1,92699,92699,O,92699,46350,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION SABARAGAMUWA   AREA,KEGALLE  DISTRICT,KEGALLE - C,NORMAL,MCT-302N,DOOR/WINDOW DETECTOR (LOOP),SINGER,SECURITY SYSTEMS,9,10299,92691,A,10299,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,CLEARANCE,WF-DUBLIN-ST-S,DRESSING TABLE STOOL - RUBBER WOOD,SINGER,FURNITURE - SOLID,9,10299,92691,L,10299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KIRIBATHGODA,REVERTS,LF-LEO-12023-BCH,LEO 4FT OFFICE TABLE WITH DRAWER &,SINGER,FURNITURE -  OFFICE,2,46299,92598,L,46299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -KALUTARA,NORMAL,LF-BUDGET-2WD-AGO-S,BUDGET 2 DOOR WARDROBE - AGRARIAN OAK,SINGER,FURNITURE - MODULER,2,46299,92598,L,46299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION CENTRAL  AREA,GAMPOLA  DISTRICT,WALAPANE,REVERTS,LF-BUDGET-2WD-AGO-S,BUDGET 2 DOOR WARDROBE - AGRARIAN OAK,SINGER,FURNITURE - MODULER,2,46299,92598,L,46299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION COLOMBO  AREA NORTH,NEGOMBO DISTRICT,DANKOTUWA,NORMAL,LF-BUDGET-2WD-AGO-S,BUDGET 2 DOOR WARDROBE - AGRARIAN OAK,SINGER,FURNITURE - MODULER,2,46299,92598,L,46299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION EAST AREA,DAMBULLA  DISTRICT,KEKIRAWA,CLEARANCE,LF-BED-001-S,LAYERED FURNITURE - BED,SINGER,FURNITURE - MODULER,2,46299,92598,L,46299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,DAMAGED,LF-LEO-12023-BCH,LEO 4FT OFFICE TABLE WITH DRAWER &,SINGER,FURNITURE -  OFFICE,2,46299,92598,L,46299,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,NORMAL,PH-MG3730,PHILIPS MULTI GROOMING KIT,PHILIPS,PERSONAL CARE,5,18499,92495,A,18499,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,Discount 50%,Lashini Gamage,2026-08-18,17:09:12,2026-08-18T11:39:12.705Z
NORTH REGION CENTRAL  AREA,DIGANA DISTRICT,KUNDASALE,REVERTS,SKY49E300,SKYWORTH 49 LED TV,SKYWORTH,TELEVISIONS - LED,1,92399,92399,O,92399,0,0.0%,Up to 70%,,,,,
OTHER,OTHERS,PRODUCT SENT SPECIAL,NORMAL,KLV-40R352B,SONY 40 LED TELEVISION,SONY,TELEVISIONS - LED,1,92399,92399,O,92399,0,0.0%,uP TO 50%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,CLEARANCE,WF-OSK-BDK-LBR,KING BED WITH WALNUT COLOUR,SINGER,FURNITURE -SOLID BEDS,1,92399,92399,L,92399,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -MALABE,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KANDY,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA-MOUNT LAVINIA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION CENTRAL  AREA,DIGANA DISTRICT,DIGANA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION COLOMBO  AREA NORTH,KADAWATHA  DISTRICT,WELIVERIYA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION COLOMBO  AREA NORTH,PELIYAGODA  DISTRICT,KANDANA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION COLOMBO  AREA NORTH,NITTAMBUWA   DISTRICT,NITTAMBUWA - B,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION COLOMBO  AREA NORTH,NEGOMBO DISTRICT,SEEDUWA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION EAST AREA,POLONNARUWA   DISTRICT,KADURUWELA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION NORTH  AREA,ANURADHAPURA  DISTRICT,NOCHCHIYAGAMA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
NORTH REGION WAYAMBA  AREA,MATALE DISTRICT,GALEWELA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
ON LINE BEKO STORE,ONLINE PICKUP STORE,ONLINE PICKUP STORE,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,ELPITIYA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,HIKKADUWA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION COLOMBO METRO  AREA,BAMBALAPITIYA  DISTRICT,DEHIWELA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION COLOMBO METRO  AREA,BORELLA  DISTRICT,MARADANA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION COLOMBO METRO  AREA,BORELLA  DISTRICT,WELLAMPITIYA,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION COLOMBO METRO  AREA,BORELLA  DISTRICT,BORELLA C,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION SABARAGAMUWA   AREA,KEGALLE  DISTRICT,KEGALLE,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,WELIMADA - B,NORMAL,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,CP,TF-AF32-577,TEFAL AIR FRYER EASY FRY 3.2L,TEFAL,KITCHENAPP-AIRFRYERS,3,30799,92397,A,30799,24023,22.0%,FAN,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,NORMAL,NCPO-FP250,30715-FRY PAN 250 MM,PRESTIGE,KITCHENAPP - NON STICK COOKWARE,22,4199,92378,O,4199,3695,12.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -MALABE,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-WATTALA,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KIRIBATHGODA,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KANDY,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -JA-ELA,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -KADUWELA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -PANADURA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,SHOMES-RATHMALANA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -BORALASGAMUWA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -THALAWATHUGODA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -KALUTARA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -KATUBEDDA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION CENTRAL  AREA,GAMPOLA  DISTRICT,WALAPANE,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION CENTRAL  AREA,GAMPOLA  DISTRICT,NUWARAELIYA-B,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION CENTRAL  AREA,KANDY  DISTRICT,SHOMES- KANDY,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION COLOMBO  AREA NORTH,KADAWATHA  DISTRICT,SHOMES-KADAWATHA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION COLOMBO  AREA NORTH,NITTAMBUWA   DISTRICT,MIRIGAMA - B,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,WENNAPPUWA,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",Damaged - 75%,SHENULI,2026-08-19,17:38:54,2026-08-19T12:08:54.827Z
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,KURUNEGALA C,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,SHOMES- CHILAW,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,SHOMES- CHILAW,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,PANADURA  DISTRICT,ATTIDIYA,DISPLAY,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,DIYATHALAWA,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,WELIMADA - B,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,NORMAL,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,FURNITURE WAREHOUSE,TRANSIT,WF-PRST-BDQ-W-S,QUEEN BED WITH WHITE AND NATURAL TO,SINGER,FURNITURE-BEDS - SOLID,1,92199,92199,A,92199,82979,10.0%,"active location extra 10%, increase based on the condition",,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA-MILAGIRIYA,NORMAL,GEO-182S-BU1,SINGER GEO Refrigerator - 185L - Blue Floral,SINGER,REFRIGERATORS,1,91999,91999,A,91999,86999,5.4%,EOL - Offer Flat 25%,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA-MILAGIRIYA,NORMAL,WFL-CRYSTAL-72X60-S,CRYTSAL TEAK BED - 72X60,SINGER,FURNITURE-BEDS - SOLID,1,91999,91999,O,91999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA -THURSTAN ROAD,DISPLAY,GEO-182S-BU1,SINGER GEO Refrigerator - 185L - Blue Floral,SINGER,REFRIGERATORS,1,91999,91999,A,91999,86999,5.4%,EOL - Offer Flat 25%,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA -COLPETTY,DISPLAY,GEO-182S-BU1,SINGER GEO Refrigerator - 185L - Blue Floral,SINGER,REFRIGERATORS,1,91999,91999,A,91999,86999,5.4%,EOL - Offer Flat 25%,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA -COLPETTY,NORMAL,GEO-182S-BU1,SINGER GEO Refrigerator - 185L - Blue Floral,SINGER,REFRIGERATORS,1,91999,91999,A,91999,86999,5.4%,EOL - Offer Flat 25%,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -MALABE,DISPLAY,GEO-182S-BU1,SINGER GEO Refrigerator - 185L - Blue Floral,SINGER,REFRIGERATORS,1,91999,91999,A,91999,86999,5.4%,EOL - Offer Flat 25%,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-GAMPAHA,NORMAL,TCL55V6B,"TCL 55"" 4K HDR GOOGLE TV - TCL55V6B",TCL,TELEVISIONS - LED,1,91999,91999,L,91999,0,0.0%,Up to 50%,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -JA-ELA,NORMAL,GEO-182S-BU1,SINGER GEO Refrigerator - 185L - Blue Floral,SINGER,REFRIGERATORS,1,91999,91999,A,91999,86999,5.4%,EOL - Offer Flat 25%,,,,,
